symbol	sample16_48hr_siNeg_1_S227	sample17_48hr_siNeg_2_S228	sample18_48hr_siNeg_3_S229	sample19_48hr_siFli1_1_S230	sample20_48hr_siFli1_2_S231	sample21_48hr_siFli1_3_S232
ENSG00000268221.5|OPN1MW	0	0	0	0	0	0
ENSG00000268222.1|EEF1A1P7	0	1	0	2	0	0
ENSG00000268223.5|ARL14EPL	0	0	0	0	0	0
ENSG00000268225.2|CTD-2331H12.5	2	8	3	16	22	19
ENSG00000268230.5|CTD-2619J13.8	7.88	3.85	10.7	20.61	11.68	15.01
ENSG00000268231.1|CTD-2560K21.6	1	0	1	4	7	5
ENSG00000268234.1|AL162415.2	1	1	0	0	0	0
ENSG00000268235.7|TCP11X1	0	0	0	0	0	0
ENSG00000268238.1|IGFL1P2	0	0	0	0	0	0
ENSG00000268240.1|RP11-678G14.4	0	0	0	0	0	0
ENSG00000268243.1|AC005176.3	0	0	0	0	0	0
ENSG00000268257.2|AIRN	0	0	0	0	0	0
ENSG00000268262.1|CTC-246B18.8	25.3	13.82	31.61	6.8	5.42	11.52
ENSG00000268266.1|AC003005.2	2	2	0	0	0	0
ENSG00000268267.1|SIGLEC29P	0	0	0	0	0	0
ENSG00000268272.1|VN1R78P	0	0	0	0	0	0
ENSG00000268278.1|RP11-420K14.1	0	0	0	0	0	0
ENSG00000268279.4|RP11-434D12.1	0	0	0	0	1.01	0
ENSG00000268282.1|CTD-2620I22.2	0	0	0	0	0	0
ENSG00000268287.1|CTB-60B18.18	1	0	2	0	3	0
ENSG00000268288.1|RP11-98D18.16	1	0	0	1	3	2
ENSG00000268289.1|CTD-2528A14.3	0	0	0	0	0	0
ENSG00000268292.1|AC006547.15	0	0	0	0	0	0
ENSG00000268293.1|CTD-2623H2.7	0	0	0	0	0	0
ENSG00000268295.1|RP11-248B24.4	0	0	0	0	0	0
ENSG00000268296.1|CTD-2579N5.3	0	0	0	0	0	0
ENSG00000268297.1|CLEC4GP1	0	0	0	0	0	0
ENSG00000268307.1|CTD-2619J13.13	8	9	11	2	1	1
ENSG00000268309.1|CTD-3222D19.11	0	0	0	0	0	0
ENSG00000268316.1|AC006272.2	0	0	0	0	0	0
ENSG00000268318.5|CTD-3187F8.11	0	0	0	0	0	0
ENSG00000268320.3|SCGB1C2	0	0	0	0	0	0
ENSG00000268322.1|CTD-3030D20.2	0	0	0	0	0	0
ENSG00000268324.2|LRRC2-AS1	0	0	0	0	0	0
ENSG00000268326.1|CTD-2542C24.8	0	0	0	0	0	0
ENSG00000268333.1|RP4-806M20.3	6	2	2	2	7	1
ENSG00000268335.1|CTC-513N18.3	0	0	0	0	0	0
ENSG00000268336.1|SIGLEC20P	0	0	0	0	0	0
ENSG00000268350.7|FAM156A	3731.82	3222.23	3464.82	2221.84	3210.59	2977.64
ENSG00000268352.1|AC007228.5	0	0	0	0	0	0
ENSG00000268355.1|AC006129.1	0	0	0	1	2	7
ENSG00000268357.1|VN1R81P	22	35	17	12	12	18
ENSG00000268361.1|L34079.2	0	0	0	0	0	0
ENSG00000268362.5|CTD-2017D11.1	24.33	22.7	28.46	38.72	51.84	35.47
ENSG00000268364.1|RP11-373A9.3	5	8	5	21	29	17
ENSG00000268366.1|CTC-492K19.4	0	1	1	0	2	0
ENSG00000268375.1|CTD-2568A17.8	0	0	0	0	0	0
ENSG00000268379.1|CTC-360J11.4	6	13	6	4	5	2
ENSG00000268388.5|FENDRR	53	48	36	76	99	91
ENSG00000268390.1|CTC-518B2.10	0	0	0	0	0	0
ENSG00000268391.1|RP11-241F15.6	0	0	0	0	0	0
ENSG00000268392.1|AC003682.16	3	2	1	1	0	6
ENSG00000268400.5|CTD-3214H19.4	0	0	0	10.83	8.56	0
ENSG00000268401.1|CTC-344H19.4	12	8	4	21	8	7
ENSG00000268403.2|CTD-2371O3.3	41	42	30	18	25	23
ENSG00000268407.1|AC006115.6	0	0	0	0	0	0
ENSG00000268412.2|RP11-558C24.1	0	0	1.01	0	1.01	0
ENSG00000268416.1|CTD-2626G11.2	0	2	0	2	1	2
ENSG00000268423.4|AC011551.3	1	0	0	0	0	1
ENSG00000268433.1|RP11-420K14.2	0	0	0	0	0	0
ENSG00000268434.5|AC011530.4	1.1	3.96	4.02	0	0	1.06
ENSG00000268438.1|CTD-2607J13.1	0	0	0	0	0	0
ENSG00000268439.5|RP3-461F17.3	505.81	648.99	484.53	151.93	181.15	119.24
ENSG00000268442.1|CTD-2027I19.2	0	0	0	0	0	0
ENSG00000268447.5|SSX2B	4.19	8.81	4.1	4.95	9.84	5.49
ENSG00000268455.1|RP11-359H18.2	0	0	0	0	0	0
ENSG00000268458.1|CTC-471J1.9	0	0	0	0	0	0
ENSG00000268460.1|AC006262.6	0	0	0	3	1	2
ENSG00000268461.2|CTC-575C13.4	0	0	0	0	0	0
ENSG00000268465.1|CTC-273B12.7	0	0	0	0	0	0
ENSG00000268469.1|RP11-15H20.3	0	0	0	0	0	0
ENSG00000268471.6|RP11-555K12.3	39	49	47	38	37	53
ENSG00000268472.2|RP11-356J5.13	1	0	1	1	3	5
ENSG00000268473.1|RP11-158I3.1	0	0	0	0	0	0
ENSG00000268475.1|CTC-435M10.6	0	1	0	0	0	0
ENSG00000268480.1|CTD-2586B10.1	0	0	0	0	0	0
ENSG00000268483.1|RPL7AP69	0	0	0	0	0	0
ENSG00000268486.5|ABC7-42418200C9.1	0	0	0	0	0	0
ENSG00000268496.1|CTD-2587H19.2	0	0	0	1	0	0
ENSG00000268499.1|CTB-102L5.8	0	0	2	0	2	0
ENSG00000268500.5|AC018755.18	0	0	0	0	2	0
ENSG00000268505.1|RP11-805I24.3	0	0	0	0	0	0
ENSG00000268509.2|RP11-572B2.1	0	0	0	0	0	0
ENSG00000268510.1|IFNL3P1	0	0	0	0	0	0
ENSG00000268516.2|CTD-3138B18.5	110	136	103	106	139	112
ENSG00000268518.1|CTD-2545M3.8	0	0	0	0	0	1
ENSG00000268520.1|CTD-2616J11.10	7	1	5	4	4	2
ENSG00000268521.1|VN1R83P	15	6	9	14	18	8
ENSG00000268529.1|CYP2T3P	0	0	0	0	0	0
ENSG00000268530.5|CTC-273B12.5	0	0	0	4	0	1
ENSG00000268531.3|RP11-32B5.8	0	0	0	2	9	11
ENSG00000268532.1|RP11-514D23.1	0	0	0	0	0	0
ENSG00000268533.1|AC004076.7	2.64	0	0	0	0	0
ENSG00000268535.1|RP11-420K14.3	0	0	0	0	0	0
ENSG00000268536.1|AC005523.3	0	0	1	0	0	0
ENSG00000268541.1|VN1R88P	0	0	0	0	0	0
ENSG00000268543.1|CTD-2619J13.16	7	5	4	2	11	4
ENSG00000268545.1|VN1R107P	0	0	0	0	0	0
ENSG00000268555.1|RP11-678G14.3	0	0	0	0	0	0
ENSG00000268560.1|CTD-2332E11.2	0	0	0	0	0	0
ENSG00000268564.1|AC003956.1	0	0	0	0	0	0
ENSG00000268565.1|AC005339.2	0	0	0	0	0	0
ENSG00000268566.5|RP11-687D19.1	0	0	0	0	0	0
ENSG00000268568.1|AC007228.9	0	1.15	1.35	4.82	3.33	4.15
ENSG00000268573.1|RP11-158H5.7	20	22	16	15	13	28
ENSG00000268575.1|RP1-283E3.8	121.08	190.96	180.2	407.74	498.71	543.64
ENSG00000268580.1|RP11-514A9.1	0	0	0	0	0	0
ENSG00000268581.1|SIGLEC18P	0	0	0	0	0	0
ENSG00000268582.1|AC005794.1	0	0	0	0	0	0
ENSG00000268583.1|CTC-453G23.8	1	0	0	2	2	0
ENSG00000268584.1|RP11-464F9.20	6	6	3	6	4	12
ENSG00000268589.1|CTC-457E21.7	0	0	0	0	0	0
ENSG00000268592.3|RP11-244K5.8	0	0	0	0	1	1
ENSG00000268593.3|CTD-2611O12.6	0	5.31	0.85	5.98	0.51	5.94
ENSG00000268595.1|CTD-3187F8.2	0	0	0	0	0	0
ENSG00000268597.1|RP11-157B13.8	0	0	0	0	0	0
ENSG00000268598.1|VN1R80P	1	0	0	0	0	0
ENSG00000268601.1|AC115522.3	0	0	0	0	0	0
ENSG00000268603.1|RP11-316O14.1	4	4	3	3	4	0
ENSG00000268605.1|CTB-50E14.4	0	0	0	0	0	0
ENSG00000268606.5|MAGEA2	0.5	0	0	2	2	0
ENSG00000268614.1|CTD-2207O23.10	0	0	0	0	0	0
ENSG00000268615.1|RP11-65J3.15	0	0	0	0	0	0
ENSG00000268618.1|AC092316.1	0	0	0	0	0	1
ENSG00000268620.1|AC078899.4	0	0	0	0	0	0
ENSG00000268621.5|AC006262.5	0	0	0	1	1	1
ENSG00000268623.2|CTB-52I2.3	0	0	0	0	0	0
ENSG00000268628.2|RP1-122P22.4	1	11	5	0	2	2
ENSG00000268629.6|TEX13A	0	0	0	0	0	0
ENSG00000268635.2|RP11-739B23.1	0	0	0	0	0	0
ENSG00000268636.1|CTB-33G10.11	0	0	0	0	0	0
ENSG00000268643.1|AC006486.9	8.49	0	0	2.44	0	5.09
ENSG00000268649.5|RP4-806M20.4	7	3	4	10	9	5
ENSG00000268650.3|AC068499.10	0	2	0	1	1	0
ENSG00000268651.2|CTAG1A	0	0	0	2	0.5	0
ENSG00000268652.1|CTD-3187F8.7	0	0	0	0	0	0
ENSG00000268654.1|MIMT1	0	0	0	0	0	0
ENSG00000268655.2|CTB-60B18.10	2	3	3	2	12	12
ENSG00000268658.5|CTD-2561J22.4	1	2	0	0	0	0
ENSG00000268659.2|RP11-310J24.3	0	0	0	0	0	0
ENSG00000268660.1|CTD-2623H2.3	0	0	0	0	0	1
ENSG00000268663.1|RP5-857K21.12	0	0	0	0	0	0
ENSG00000268669.1|CTB-60B18.17	0	0	0	0	0	0
ENSG00000268670.1|CTD-2622I13.3	39	36	27	31	49	38
ENSG00000268673.3|LLNLR-249E10.1	0	0	0	0	0	0
ENSG00000268677.1|CTB-33G10.6	0	0	0	0	0	0
ENSG00000268678.1|CTC-444N24.13	0	0	1	0	1	0
ENSG00000268681.1|CTD-3148I10.13	0	0	0	0	0	0
ENSG00000268683.1|CTD-2553L13.4	1	0	0	0	0	0
ENSG00000268685.1|CTB-31C7.3	0	0	0	0	0	0
ENSG00000268686.1|AC010524.2	0	0	0	0	0	0
ENSG00000268696.2|CTD-2579N5.1	1	0	0	0	0	0
ENSG00000268705.1|CTD-2561J22.6	0	0	0	0	0	0
ENSG00000268707.1|RP11-247A12.7	0	2	0	0	0	1
ENSG00000268711.1|CTD-2616J11.15	0	0	0	0	0	0
ENSG00000268713.1|CTC-444N24.8	44	57	42	47	54	57
ENSG00000268717.1|AC025811.1	0	0	0	0	0	0
ENSG00000268723.1|CTC-444N24.9	0	0	0	0	0	0
ENSG00000268729.1|CTD-2105E13.14	0	0	0	0	0	0
ENSG00000268731.1|CTD-2561J22.1	0	0	0	0	0	0
ENSG00000268734.1|CTB-61M7.2	0	0	0	0	0	0
ENSG00000268736.1|RP11-1281K21.6	1	0	1	0	4	0
ENSG00000268738.2|HSFX2	6.58	1.99	4.58	0	19.9	5.1
ENSG00000268739.1|CTC-518B2.12	0	0	0	0	0	0
ENSG00000268742.1|CTD-2396E7.7	0	0	0	0	0	0
ENSG00000268743.1|CTD-2538G9.5	0	0	0	4	7	11
ENSG00000268744.1|CTD-3105H18.14	0	0	1	0	0	0
ENSG00000268745.1|RP11-298J23.9	0	0	0	0	0	0
ENSG00000268746.1|CTD-2571L23.8	0	0	1	0	0	0
ENSG00000268747.1|CTD-3030D20.1	3	1	0	4	1	6
ENSG00000268750.6|CTD-2583A14.10	40.39	64.9	53.97	31.92	47.39	44.93
ENSG00000268751.1|CTD-2378H7.2	1	3	4	4	4	2
ENSG00000268754.2|RP11-514D23.2	0	0	0	0	0	0
ENSG00000268756.1|AC104534.2	0	0	0	0	0	0
ENSG00000268758.7|ADGRE4P	0	0	0	0	0	0
ENSG00000268764.1|CTC-450M9.1	0	0	0	0	0	0
ENSG00000268777.1|CTD-3073N11.9	0	0	0	0	0	0
ENSG00000268785.1|RPL7P50	1	0	0	0	0	0
ENSG00000268789.1|VN1R87P	0	0	0	0	0	0
ENSG00000268790.5|CTC-429P9.4	29.42	0	3.6	0	0	0
ENSG00000268794.1|VN1R90P	0	0	0	0	0	0
ENSG00000268797.1|CTC-490E21.12	0	0	0	0	0	0
ENSG00000268798.1|CTB-25B13.5	30	46	40	13	18	8
ENSG00000268799.2|RP11-321E2.13	0	0	0	0	0	0
ENSG00000268803.1|RP11-704M14.2	0	0	0	0	0	0
ENSG00000268804.1|RP11-542M13.3	0	0	0	0	0	0
ENSG00000268810.1|AC007193.9	0	0	0	0	0	0
ENSG00000268812.3|RP1-102K2.8	0	0	0	4	2	0
ENSG00000268818.2|CITF22-62D4.1	0	0	0	0	0	0
ENSG00000268823.2|CTC-457E21.6	0	0	0	0	0	0
ENSG00000268830.1|AC025811.2	0	0	0	0	0	0
ENSG00000268833.1|AC011513.4	3	0	0	0	0	0
ENSG00000268834.2|OR7A1P	0	0	0	0	0	0
ENSG00000268836.1|LA16c-OS12.2	4	10	4	9	9	6
ENSG00000268839.1|CTD-3073N11.7	0	0	0	0	0	0
ENSG00000268842.1|CTD-2245F17.2	0	0	0	0	0	0
ENSG00000268845.1|RP11-1137G4.3	0	0	0	0	0	0
ENSG00000268847.1|SIGLEC31P	0	0	0	0	0	0
ENSG00000268849.5|SIGLEC22P	1	0	0	0	0	0
ENSG00000268854.1|CTD-2545M3.2	0	0	0	0	0	0
ENSG00000268858.2|RP4-591C20.9	83	65	59	55	67	42
ENSG00000268861.6|CTD-2207O23.3	0	14.69	13	0	0	0
ENSG00000268864.4|CTB-167G5.6	0	0	0	0	0	1
ENSG00000268866.1|AC020915.2	0	0	0	0	0	0
ENSG00000268869.5|ESPNP	0	0	0	2	2	2.03
ENSG00000268870.1|CTD-3105H18.16	0	0.12	0	0	0	0
ENSG00000268873.1|RP11-138H11.1	0	0	0	0	0	0
ENSG00000268879.1|IGFL1P1	0	0	0	0	0	0
ENSG00000268883.2|PNMA6B	0	0	0	0	0	0
ENSG00000268884.1|CTD-2550O8.7	0	0	0	0	0	0
ENSG00000268886.1|CTD-3099C6.7	1	0	0	0	0	0
ENSG00000268889.1|CTD-2616J11.14	0	3	1	0	0	0
ENSG00000268892.1|CTD-3233P19.8	0	0	0	0	0	0
ENSG00000268894.6|RP11-76P2.3	0	0	0	13	11	17
ENSG00000268895.5|A1BG-AS1	176	179	185	256	354	324
ENSG00000268896.1|RP11-256I23.1	0	2	4	7	4	6
ENSG00000268902.3|CSAG2	0	0	0	0.5	0	0
ENSG00000268903.1|RP11-34P13.15	165.17	139.47	169.19	334.57	471.69	380.96
ENSG00000268906.1|CTC-518B2.9	0	0	0	0	0	0
ENSG00000268908.1|VN1R92P	0	0	0	0	0	0
ENSG00000268912.1|CTD-2619J13.17	59	59	46	71	99	94
ENSG00000268916.6|CSAG3	0	0	1	0.5	2	0
ENSG00000268922.1|CTD-2557P19.4	0	0	3	0	0	0
ENSG00000268926.2|RP11-180I4.4	0	0	1	1	1	1
ENSG00000268931.1|RP11-886P16.6	0	0	0	0	0	0
ENSG00000268938.2|AC005387.3	0	0	0	0	0	0
ENSG00000268940.5|CT45A1	0	0	0	0	0	0
ENSG00000268941.2|RP5-907D15.4	0	0	1	0	5	3
ENSG00000268942.2|RP11-95I19.3	5.11	3.56	0	1.04	0	1.04
ENSG00000268945.1|CTD-2192J16.26	7	4	2	2	11	8
ENSG00000268947.1|AD000684.2	0	0	0	0	0	0
ENSG00000268949.1|RP5-882O7.5	1	0	0	0	0	0
ENSG00000268951.1|RP11-149F8.3	0	0	0	3	5	0
ENSG00000268955.2|RP11-556O5.6	0	1.27	0	0	0	0
ENSG00000268957.1|SIGLEC26P	0	0	0	0	0	0
ENSG00000268964.1|ERVV-2	0	0	0	0	1	0
ENSG00000268967.1|RP11-1281K21.10	0	0	0	0	0	0
ENSG00000268970.1|CTD-3099C6.11	0	0	1	0	0	1
ENSG00000268975.2|MIA-RAB4B	0	1.94	0	0	0	11.5
ENSG00000268981.5|CTC-457E21.9	0	0	0	0	0	0
ENSG00000268983.1|AC005253.4	0	0	0	0	0	0
ENSG00000268985.1|CTD-2528A14.1	0	0	0	0	0	0
ENSG00000268987.1|CTC-435M10.10	0	0	0	0	0	0
ENSG00000268988.1|SPANXN2	0	0	0	0	0	0
ENSG00000268992.1|CTB-175P5.2	0	0	0	0	0	0
ENSG00000268993.1|RP11-439A17.5	0	0	0	0	0	0
ENSG00000268994.3|RP1-172N19.1	0	0	0	0	0	0
ENSG00000268995.1|VN1R82P	1.41	4.58	5.69	4.4	0	5.5
ENSG00000268996.3|MAN1B1-AS1	10	26	12	19	38	34
ENSG00000268997.1|AC005955.5	0	0	0	0	0	0
ENSG00000269001.2|CTD-2245F17.3	297	268	242	413	448	470
ENSG00000269009.1|SLC6A21P	0	0	0	0	0	0
ENSG00000269012.2|KRT18P40	0	0	1	0	0	3
ENSG00000269014.1|CTB-147N14.4	0	0	0	0	0	0
ENSG00000269019.1|AC005932.1	0	0	1	2	2	1
ENSG00000269021.1|CTD-3187F8.12	0	0	0	0	0	0
ENSG00000269025.2|CTC-457E21.5	0	0	0	0	0	0
ENSG00000269026.2|AC003006.7	5.74	7.2	1.79	2.32	23.01	2.42
ENSG00000269028.3|MTRNR2L12	5.01	0	9.04	4.03	11.01	3.05
ENSG00000269032.1|AC016629.7	0	1.53	2.54	0	1.63	0
ENSG00000269035.1|CTD-2521M24.10	0	0	0	0	0	0
ENSG00000269037.1|CTC-523E23.6	0	0	0	0	0	0
ENSG00000269038.1|AP001462.6	2	2	3	1	3	4
ENSG00000269040.1|CTD-2626G11.3	0	0	0	0	0	0
ENSG00000269043.1|CTC-513N18.6	0	0	0	0	0	0
ENSG00000269044.2|CTC-429P9.3	137	188	108	169	210.01	180
ENSG00000269050.1|CTC-360G5.6	0	0	0	0	0	0
ENSG00000269053.1|CTD-2521M24.8	0	0	0	0	0	0
ENSG00000269054.1|CTD-2619J13.3	6	6	0	12	16	15
ENSG00000269055.1|AC078899.2	0	0	0	0	0	0
ENSG00000269058.5|CALR3	0	0	2	0	1	0
ENSG00000269066.1|CTD-2528A14.5	0	0	0	0	0	0
ENSG00000269067.1|ZNF728	0	0	0	0	0	0
ENSG00000269068.1|RP11-256I23.2	4	0	0	1	0	1
ENSG00000269069.1|CTC-471F3.5	111	125	83	222	291	281
ENSG00000269072.1|CTD-3187F8.14	0	0	0	0	0	0
ENSG00000269082.1|CTD-2620I22.1	0	0	0	0	0	0
ENSG00000269085.1|CTD-3222D19.10	0	0	0	0	0	0
ENSG00000269086.2|CTC-523E23.5	0	0	0	0	0	0
ENSG00000269091.5|CTD-2126E3.3	0	0	0	1	1	2
ENSG00000269095.1|AC010646.3	0	0	0	0	0	0
ENSG00000269096.6|CT45A3	0	0	0	0	0	0
ENSG00000269097.1|AC003682.17	0	0	0	0	1	0
ENSG00000269099.2|RP11-458I4.1	0	0	0	0	0	0
ENSG00000269102.1|CTD-2525I3.5	0	0	0	0	0	0
ENSG00000269103.2|RF00017	0	0	0	0	0	0
ENSG00000269106.1|CTD-2619J13.23	1	4	1	1	1	1
ENSG00000269107.1|RP11-15H20.7	0	1.49	1.6	0	0	0
ENSG00000269110.1|CTC-513N18.7	0.67	4	1.41	0.94	3.26	7.03
ENSG00000269113.3|TRABD2B	37	40.92	45	130	191	150
ENSG00000269118.1|CTD-2245F17.11	0	0	0	0	0	0
ENSG00000269119.1|AC020956.1	0	1	0	0	0	0
ENSG00000269124.1|AC007193.10	0	0	0	0	0	0
ENSG00000269125.1|RP11-98F14.11	0	2	0	0	0	0
ENSG00000269130.1|SIGLEC28P	0	0	0	0	0	0
ENSG00000269136.1|RP11-420K14.7	0	0	0	0	0	0
ENSG00000269138.1|ZNF209P	0	0	0	0	0	0
ENSG00000269139.2|CTD-3193O13.8	0	1	2	1	2	5
ENSG00000269145.2|AC007192.6	0	0	0	0	0	0
ENSG00000269148.1|AC092301.3	0	0	0	0	0	0
ENSG00000269151.1|AC007193.8	0	0	0	0	0	0
ENSG00000269153.1|LYPLA2P2	0	1	0	2	1	0
ENSG00000269154.1|AC006539.4	0	0	0	0	0	0
ENSG00000269155.2|RP3-431P23.5	0	0	0	2	1	0
ENSG00000269161.1|CTD-3131K8.3	0	0	0	0	0	0
ENSG00000269172.1|CTC-218B8.3	0	0	0	0	0	0
ENSG00000269176.2|RP11-727F15.12	17	18	12	14	28	29
ENSG00000269177.1|L34079.3	0	0	0	0	0	0
ENSG00000269179.1|CTC-326K19.6	0	0	0	0	0	0
ENSG00000269181.1|CTD-3073N11.5	0	0	0	0	0	0
ENSG00000269186.1|RP11-805I24.2	0	0	0	0	0	0
ENSG00000269188.1|CTB-60E11.12	0	0	0	0	0	0
ENSG00000269189.1|RP11-573N10.1	3	1	0	2	0	1
ENSG00000269190.5|FBXO17	860	935	865	784	1035	857
ENSG00000269191.1|AC005387.2	0	0	0	0	0	0
ENSG00000269194.1|AC006942.4	0	0	0	0	5	2
ENSG00000269199.1|AC003973.5	0	0	0	0	0	0
ENSG00000269210.2|RP11-173C1.1	0	0	0	0	1	0
ENSG00000269220.1|LINC00528	3	0	3	1	0	0
ENSG00000269226.7|RP11-722G7.1	160.83	164.66	152.22	273.8	360.07	309.78
ENSG00000269228.1|CTD-3214H19.12	0	0	0	0	0	0
ENSG00000269235.1|CTC-429C10.4	3	1	0	0	2	2
ENSG00000269236.1|CTD-2619J13.1	0	0	0	0	0	0
ENSG00000269237.1|CTD-2561J22.3	0	0	0	0	0	0
ENSG00000269242.1|CTD-2192J16.22	137.93	174.14	130.95	147.46	214.72	211.55
ENSG00000269243.1|CTD-2231E14.8	0	0	0	0	0	0
ENSG00000269244.1|RPL23AP78	0	0	0	0	0	0
ENSG00000269246.1|CTC-246B18.10	0	0	1	0	1	1
ENSG00000269253.1|SIGLEC21P	0	0	0	0	0	0
ENSG00000269256.1|RP11-325D15.2	0	0	0	0	0	0
ENSG00000269266.1|AC005955.4	0	0	0	0	0	0
ENSG00000269271.1|CTB-83J4.2	0	0	0	0	0	0
ENSG00000269274.1|AC078899.3	0	0	0	0	0	0
ENSG00000269275.1|CTD-2105E13.15	0	1	0	1	0	0
ENSG00000269281.2|RP11-564H18.1	0	0	0	0	0	0
ENSG00000269288.1|CTD-2245F17.6	0	0	0	0	0	0
ENSG00000269289.5|CTB-92J24.3	0	0	0	0	0	0
ENSG00000269292.1|CTB-12A17.3	0	1	0	0	1	2
ENSG00000269293.2|RP1-265C24.9	76	106	68	78	78	67
ENSG00000269296.1|AC005614.3	0	0	0	0	0	0
ENSG00000269300.1|CTD-2529P6.3	0	0	0	0	0	0
ENSG00000269303.1|CTD-2527I21.7	0	0	0	0	0	0
ENSG00000269304.1|AC010522.1	0	0	0	0	0	0
ENSG00000269307.1|CTD-2278I10.6	6.85	0	0	0	0	0
ENSG00000269313.5|MAGIX	17	18	16	22	26	36
ENSG00000269316.1|CTC-457E21.4	0	0	0	0	0	5
ENSG00000269318.1|AC007292.3	5	12	10	19	25	20
ENSG00000269320.1|VN1R93P	0	0	0	0	0	0
ENSG00000269321.1|CTC-453G23.4	0	0	0	0	0	0
ENSG00000269332.5|CTC-457E21.3	0	0	0	0	0	0
ENSG00000269335.5|IKBKG	1027.04	961.06	1044.68	725.24	1054.91	954.11
ENSG00000269343.6|ZNF587B	392.04	478.15	449.23	275.11	318.01	331.33
ENSG00000269345.1|VN1R85P	0	0	0	2	0	0
ENSG00000269349.1|CTD-3099C6.5	0	0	0	0	0	0
ENSG00000269350.1|CTD-2278I10.1	0	0	0	0	0	0
ENSG00000269352.1|AC018766.5	124	122	109	131	183	145
ENSG00000269353.1|AC092071.1	0	0	0	0	0	0
ENSG00000269354.1|AC005626.3	0	0	0	0	0	0
ENSG00000269356.1|RP11-120K24.4	0	0	0	0	0	0
ENSG00000269364.1|CTC-457E21.2	0	0	0	0	0	0
ENSG00000269365.2|RP11-380M21.4	0	0	0	0	0	0
ENSG00000269371.1|CTD-2207O23.11	0	0	0	0	0	0
ENSG00000269373.1|CTD-2542C24.3	0	0	0	0	0	0
ENSG00000269374.1|CTB-50E14.5	30.69	32.04	19.41	47.52	45.98	21.39
ENSG00000269376.1|RP11-120K24.5	0	0	0	0	0	0
ENSG00000269378.1|ITGB1P1	23.79	12.75	28.04	49.13	79.37	57.5
ENSG00000269383.2|RP11-292K15.2	0	0	0	0	0	0
ENSG00000269385.1|CTC-312O10.2	0	0	0	0	0	0
ENSG00000269386.5|RP11-886P16.3	35	46	35	96	91	102
ENSG00000269387.1|RP11-298J23.8	0	0	0	0	0	0
ENSG00000269388.1|AC018755.16	1	1	0	3	1	8
ENSG00000269391.1|RP11-194G10.3	0	0	0	0	0	0
ENSG00000269392.1|CTB-191K22.6	0	1	0	0	0	1
ENSG00000269397.1|CTB-92J24.2	28	30	30	11	6	5
ENSG00000269399.2|CTD-3222D19.12	11	16	14	8	5	5
ENSG00000269400.1|CTD-2529P6.4	1	0	0	0	0	0
ENSG00000269403.1|CTD-2616J11.11	1.38	4.18	1.43	0	2.91	0
ENSG00000269404.6|SPIB	1	1	5	0	0	0
ENSG00000269405.6|NXF2	0	0	0	0	0	0
ENSG00000269416.5|CTB-175P5.4	7	11	7	0	3	0
ENSG00000269419.1|CTD-2538G9.3	0	0	0	0	0	0
ENSG00000269420.5|PLA2G4C-AS1	0	0	0	0	0	0
ENSG00000269421.1|ZNF92P3	0	2	0	1	0	1
ENSG00000269425.1|AC007292.7	4	2	2	1	1	0
ENSG00000269427.1|CTC-429P9.1	0	0	0	0	0	0
ENSG00000269431.1|CTB-175P5.1	0	0	0	0	0	0
ENSG00000269433.3|OPN1MW3	0	0	0	0	0	0
ENSG00000269437.7|NXF2B	0	0	1	0	0	0
ENSG00000269439.5|CTD-3131K8.2	15	10	14	13	18	14
ENSG00000269444.1|CTB-180A7.6	2	2	2	2	5	2
ENSG00000269445.1|AC067969.1	0	0	0	0	0	0
ENSG00000269446.2|RP4-639J15.3	0	0	0	0	0	0
ENSG00000269458.1|CTD-2579N5.4	0	0	0	0	0	0
ENSG00000269460.1|AC093063.3	0	0	0	0	0	0
ENSG00000269463.1|RP11-727F15.13	1	0	0	2	3	0
ENSG00000269466.3|RP11-432M8.17	0	0	0	0	0	0
ENSG00000269469.1|CTD-3148I10.9	1.98	3.06	3.21	0	0	0
ENSG00000269471.1|RP11-15H20.2	0	0	0	0	0	0
ENSG00000269473.1|CTD-2619J13.19	34	39	25	17	35	25
ENSG00000269475.2|CH17-38B12.4	0	0	0	0	0	0
ENSG00000269476.1|CTD-2583A14.9	0	1.52	0	0	0	0
ENSG00000269480.1|CTD-3032J10.3	0	0	0	0	0	0
ENSG00000269481.1|CTD-2521M24.6	0	0	0	0	0	0
ENSG00000269482.1|Z69720.2	2	5	3	0	5	3
ENSG00000269483.2|LLNLF-191C12.1	0	0	0	0	0	0
ENSG00000269486.2|CTC-360G5.9	30	36	32	90	83	68
ENSG00000269487.1|CTB-174O21.2	0	0	0	0	0	0
ENSG00000269489.1|RP11-98D18.17	0	0	0	0	0	0
ENSG00000269495.1|CTB-147C22.8	0	0	0	0	0	0
ENSG00000269502.5|DMRTC1	0	0	0	0	0	0
ENSG00000269504.1|AC003973.4	0	0	0	0	0	0
ENSG00000269505.2|ZNF92P2	0	0	0	0	0	0
ENSG00000269506.2|RP11-571I18.5	0	0	0	0	0	0
ENSG00000269509.1|CTB-159G17.2	0	0	0	0	0	0
ENSG00000269514.1|RP11-370I10.12	0	0	0	2	0	0
ENSG00000269516.6|CYP4F23P	9	10	6	7	11	5
ENSG00000269519.1|AC005176.1	0	0	0	0	0	0
ENSG00000269524.1|CTB-83J4.1	0	0	0	0	0	0
ENSG00000269526.1|ERVV-1	0	0	0	0	2	1
